User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,Game Mode,Min Number of Players,user_rating_class
34.8,3,54.4,2,1,3,1,28.5,0,0,1,1,1,1
44.4,0,58.06,2,0,5,1,57.7,0,0,1,1,5,2
20.4,1,28.15,3,1,4,0,24.8,1,0,2,1,4,0
19.9,2,32.12,1,0,7,0,15.6,1,1,2,0,8,0
39.3,3,52.8,1,0,2,1,41.3,0,3,3,0,10,2
20.9,1,24.87,3,0,9,1,26.6,1,1,0,0,4,0
19.1,3,32.54,3,1,8,1,5.5,3,1,1,1,7,0
19.3,2,27.07,4,0,5,0,19.7,3,2,3,1,7,0
21.3,3,31.5,4,0,2,1,23.1,2,3,2,1,3,0
20.7,2,25.76,2,1,8,1,29.4,2,3,3,0,5,0
38.9,1,46.02,0,0,9,0,47.9,0,1,2,1,7,2
38.2,3,47.99,0,0,1,1,49.4,0,0,0,0,8,2
14.6,1,24.3,0,0,9,0,10.8,2,1,1,1,5,0
45.0,1,58.9,1,1,0,1,55.3,3,1,3,0,1,2
41.6,2,51.21,0,0,0,1,59.8,1,1,2,1,1,2
35.5,3,48.53,1,0,2,0,41.1,2,1,1,0,6,2
35.8,0,48.88,0,1,9,0,32.5,1,3,2,1,7,2
21.3,1,21.91,4,1,7,1,30.8,2,3,1,0,2,0
43.2,1,53.38,1,1,2,1,48.8,3,2,3,0,6,2
25.0,2,33.98,3,1,6,0,27.9,1,3,3,1,7,1
30.6,2,45.47,1,1,9,1,25.6,2,0,2,1,5,1
25.4,2,30.83,3,0,1,1,39.6,2,0,0,1,3,1
23.4,2,45.95,4,0,8,0,8.0,2,0,2,1,5,0
38.3,3,47.34,0,0,8,0,48.6,0,2,3,1,6,2
25.4,3,35.82,1,1,6,1,23.5,0,0,2,1,5,1
22.9,1,42.68,4,0,5,1,10.1,2,2,3,0,10,0
19.4,0,21.95,0,1,2,0,30.8,0,1,2,0,4,0
24.3,0,44.46,4,1,7,1,6.4,1,2,3,1,6,0
28.3,1,26.78,0,0,0,0,55.2,3,1,2,1,4,1
14.7,0,23.74,3,0,5,0,11.2,1,1,3,1,6,0
24.0,2,20.82,2,1,3,1,42.0,3,1,0,0,5,0
35.9,0,36.56,2,1,2,1,54.1,1,0,0,0,5,2
31.6,2,47.73,2,0,8,1,21.9,1,1,0,1,5,1
39.2,3,52.92,4,1,8,0,38.3,0,2,3,0,10,2
27.0,3,24.84,4,1,8,1,42.4,0,0,0,0,8,1
23.2,0,39.36,0,1,9,1,13.2,3,3,1,1,5,0
36.8,1,53.41,3,1,3,0,33.7,1,1,1,0,10,2
34.6,1,35.81,1,0,9,0,54.0,3,3,0,1,6,1
35.2,1,48.34,1,1,0,0,32.7,3,2,0,1,3,2
37.3,2,44.21,2,1,6,0,51.5,1,3,1,1,3,2
39.9,1,51.43,0,1,8,0,41.6,3,3,3,1,2,2
27.3,2,52.28,3,1,6,0,8.5,3,0,1,1,8,1
37.4,0,45.99,2,0,7,1,50.8,3,2,1,1,7,2
20.3,0,29.63,2,1,2,1,16.2,3,1,1,1,6,0
22.6,0,28.38,1,1,0,1,32.7,3,1,3,0,8,0
27.2,3,25.98,0,1,4,0,50.4,1,3,3,0,6,1
35.7,3,55.28,0,1,2,0,32.1,3,1,3,1,3,2
30.4,2,29.93,0,0,3,0,45.2,3,1,1,0,4,1
19.1,0,28.43,0,0,4,0,17.7,2,1,1,1,8,0
26.7,2,43.1,4,0,5,1,10.8,3,2,1,0,3,1
27.5,0,31.9,2,1,4,1,38.8,2,3,1,1,1,1
30.9,1,56.84,0,0,6,0,6.7,0,1,0,1,4,1
34.3,0,33.95,2,1,5,0,51.5,0,2,3,0,6,1
27.3,0,27.78,1,1,1,1,39.9,3,1,2,0,4,1
34.8,3,40.13,3,1,2,1,49.3,3,1,1,1,1,1
26.3,0,23.06,4,0,2,0,55.2,0,3,2,1,2,1
36.6,0,45.72,0,1,6,1,43.3,0,1,3,0,8,2
38.7,3,47.15,1,1,4,0,45.5,1,0,2,0,5,2
45.7,1,56.75,4,0,3,1,58.7,1,3,0,0,10,2
32.4,3,54.48,1,0,6,0,16.4,2,3,3,1,7,1
24.9,0,20.57,0,0,2,1,50.4,2,1,2,1,1,0
21.3,2,24.98,0,0,6,0,33.2,1,0,0,0,2,0
33.2,0,54.39,3,0,7,0,25.7,2,2,2,1,5,1
23.3,2,39.55,3,0,3,0,11.7,1,0,0,1,7,0
35.8,2,40.54,4,1,5,1,47.0,0,2,3,0,3,2
19.5,2,34.02,1,1,6,0,7.3,0,0,0,0,2,0
22.7,2,33.98,0,1,5,1,14.5,0,2,2,1,5,0
29.3,2,39.99,3,1,1,0,28.3,2,2,3,1,3,1
33.5,1,35.74,1,1,0,1,47.3,0,3,0,0,2,1
20.0,0,36.87,1,0,4,0,11.4,0,2,1,0,6,0
20.9,1,20.91,1,0,8,0,33.1,0,2,0,1,2,0
29.6,0,45.38,2,1,2,0,22.4,1,1,3,1,4,1
39.0,1,55.62,4,1,7,1,39.0,0,0,1,0,8,2
15.2,3,25.61,2,0,0,1,10.1,3,0,1,0,1,0
29.4,2,30.74,3,0,0,1,43.1,1,2,1,0,6,1
43.4,0,57.04,1,0,7,1,50.7,2,3,2,0,8,2
35.3,1,57.79,1,1,7,0,15.8,1,2,3,1,8,2
24.7,1,29.47,4,0,6,0,37.2,2,2,0,0,6,0
23.7,1,30.73,4,1,2,0,22.7,3,2,3,1,2,0
33.3,1,39.64,0,0,3,1,47.0,2,1,1,1,1,1
37.0,3,51.54,3,1,3,0,40.4,0,2,1,0,2,2
32.9,2,56.44,3,0,7,1,16.2,3,3,2,1,4,1
37.3,2,39.28,3,1,1,1,54.3,1,1,2,0,3,2
23.2,0,32.92,3,1,4,0,28.9,0,0,0,1,7,0
23.4,3,23.1,3,0,4,1,43.0,3,3,1,1,3,0
30.0,2,52.19,0,0,9,0,7.1,2,3,2,0,2,1
20.9,3,39.76,4,0,3,0,5.6,0,2,0,0,5,0
40.1,0,57.75,1,1,3,0,37.3,2,3,3,0,1,2
40.4,2,54.5,1,0,1,0,39.7,0,3,2,0,3,2
32.0,1,37.55,0,1,7,0,48.2,0,3,1,0,10,1
17.1,1,26.08,2,1,1,1,9.3,2,1,1,1,3,0
37.5,3,52.51,4,1,9,0,37.6,3,1,0,0,8,2
37.5,2,52.71,2,1,1,1,37.2,2,1,2,1,8,2
29.1,3,23.72,1,0,0,0,53.5,2,1,3,1,5,1
12.7,0,20.33,4,1,5,1,7.0,1,3,2,1,6,0
35.0,0,43.12,0,0,6,0,46.0,2,0,2,0,2,2
35.7,1,45.04,3,0,2,1,42.3,1,2,1,0,10,2
37.5,2,42.4,4,0,7,1,58.5,2,0,2,1,4,2
35.2,0,44.91,3,0,6,0,38.1,3,1,3,1,1,2
33.6,2,43.11,2,0,8,0,38.6,2,1,0,1,10,1
33.8,3,47.51,4,0,7,1,34.4,1,3,1,0,2,1
22.4,2,31.61,0,0,1,0,22.6,0,1,0,1,2,0
36.1,1,40.25,2,0,7,0,57.0,1,3,0,0,7,2
11.4,0,20.74,1,1,5,1,8.2,2,2,2,1,1,0
31.1,2,41.33,2,1,4,0,38.2,2,1,0,1,4,1
22.7,1,39.01,4,1,4,1,13.8,2,1,2,1,8,0
13.1,2,23.24,0,0,4,1,5.3,1,1,2,0,10,0
40.4,3,46.63,4,1,6,0,59.6,2,1,1,1,2,2
39.4,1,52.39,1,0,2,1,49.3,3,2,1,1,3,2
43.7,2,56.31,2,0,0,1,53.2,1,3,0,0,3,2
21.3,2,31.71,3,1,8,0,11.6,1,1,0,0,10,0
16.2,3,22.62,0,0,5,0,21.4,3,3,1,0,2,0
37.7,3,59.16,4,0,7,0,29.2,0,1,0,0,6,2
22.3,0,37.98,2,0,3,1,14.7,3,2,3,1,5,0
34.7,0,58.13,2,0,9,1,15.7,3,3,1,0,4,1
25.4,1,25.18,0,1,9,1,40.3,3,1,0,0,1,1
36.0,1,41.39,2,1,8,1,51.5,2,1,2,1,4,2
31.0,0,51.45,0,0,2,0,22.3,0,0,1,0,4,1
17.1,3,24.44,4,0,1,1,18.1,3,2,3,0,4,0
28.6,2,43.41,3,0,8,1,21.5,0,0,1,1,4,1
34.2,1,55.03,0,1,7,0,17.8,1,2,3,1,6,1
20.0,1,31.63,0,1,3,1,10.3,1,3,2,0,1,0
39.7,3,52.05,4,1,8,0,48.8,2,0,1,1,2,2
26.7,2,45.15,1,1,4,0,15.7,0,0,1,0,5,1
39.5,1,48.9,0,0,2,1,50.2,0,0,1,1,1,2
35.8,1,58.54,2,1,6,1,28.5,1,0,0,0,8,2
39.7,0,51.95,0,0,8,1,47.1,1,0,2,0,10,2
43.1,2,56.29,2,0,7,0,50.7,3,0,3,1,2,2
29.1,2,23.2,3,0,8,0,54.2,0,2,0,1,6,1
30.8,0,31.02,4,0,9,1,46.1,0,2,0,0,5,1
21.8,1,30.64,1,1,3,0,26.6,0,1,0,1,4,0
35.3,1,38.31,2,0,5,0,49.2,3,3,2,0,2,2
47.6,0,57.29,2,1,2,0,56.6,0,2,2,0,8,2
44.5,3,56.95,4,1,7,0,58.4,2,0,3,1,4,2
30.9,0,50.16,1,0,9,0,17.7,1,2,3,0,2,1
36.1,3,49.49,4,0,3,0,44.4,0,1,2,0,6,2
26.9,0,36.92,0,0,2,0,32.4,2,3,1,1,8,1
33.6,1,46.15,1,0,4,0,31.1,1,2,0,0,7,1
26.4,3,48.46,1,0,5,1,5.8,0,3,2,1,7,1
33.9,0,53.13,2,0,1,0,30.0,1,1,0,0,5,1
25.6,1,42.92,0,0,0,1,10.0,2,3,0,0,7,1
27.4,3,21.84,3,0,5,0,55.2,2,2,0,1,1,1
22.6,3,38.94,0,0,1,0,10.9,2,0,0,0,4,0
34.2,2,36.78,1,1,6,0,55.8,2,0,0,0,5,1
43.7,3,49.87,4,0,9,0,57.5,3,1,1,1,3,2
32.9,3,51.16,0,1,6,0,28.8,3,1,3,0,3,1
28.5,2,30.12,0,1,3,1,48.5,3,2,0,0,4,1
31.5,0,25.74,3,1,5,1,59.2,0,2,3,1,1,1
40.4,3,57.94,0,0,1,1,32.7,3,0,3,1,6,2
31.9,1,44.7,4,1,2,0,34.3,3,1,0,1,3,1
39.7,1,55.98,2,1,5,0,40.0,0,1,3,0,10,2
28.0,1,24.18,3,1,6,1,50.5,0,0,0,1,4,1
25.6,3,39.84,2,0,6,0,13.8,2,0,0,0,6,1
21.5,3,24.62,4,0,6,0,26.7,0,3,1,0,5,0
25.6,0,38.72,2,1,6,1,20.7,2,0,1,0,2,1
23.5,0,41.02,4,1,7,1,6.4,1,1,0,0,5,0
18.8,3,33.64,2,1,7,0,5.6,1,2,0,1,10,0
26.4,0,34.67,3,1,8,0,33.2,3,1,3,1,6,1
36.4,1,45.34,4,1,3,1,43.7,1,3,1,1,7,2
44.9,2,56.4,2,1,2,1,56.2,3,1,0,0,5,2
21.6,3,29.4,1,0,3,0,25.0,3,1,3,0,1,0
21.0,2,22.07,1,0,2,0,32.9,1,3,3,1,5,0
26.0,0,41.57,1,0,5,1,11.3,3,0,1,0,1,1
30.5,0,27.93,2,1,7,0,58.4,3,1,0,0,8,1
22.9,2,37.73,3,1,8,0,12.3,2,0,3,1,10,0
31.6,1,32.47,4,0,2,0,47.6,0,0,2,1,3,1
23.6,3,35.13,2,0,3,1,24.5,3,3,2,1,7,0
29.4,0,50.14,0,0,3,0,18.0,3,2,3,1,3,1
26.9,3,22.65,3,0,1,0,47.9,1,3,1,0,8,1
32.6,1,44.23,3,0,0,0,28.9,1,2,3,1,8,1
36.0,1,41.88,1,1,2,1,45.3,0,3,3,0,6,2
32.8,2,31.44,0,0,5,0,55.9,2,2,2,0,2,1
26.9,3,26.75,1,1,9,0,42.1,0,1,1,1,3,1
32.8,1,48.37,3,0,9,1,22.4,2,2,0,0,4,1
26.6,1,29.89,3,1,8,1,39.4,3,1,1,0,5,1
24.6,3,44.96,3,1,2,0,7.4,0,1,3,1,10,0
18.2,2,33.7,0,0,2,0,6.9,3,0,1,1,10,0
35.8,3,55.19,1,0,5,0,25.3,1,2,1,0,1,2
28.6,2,34.72,1,1,1,1,33.6,1,2,2,0,8,1
32.2,1,29.95,1,0,6,1,57.5,2,2,2,1,1,1
28.2,1,39.92,0,0,9,0,22.6,0,1,3,0,8,1
34.5,1,51.83,3,0,6,1,33.7,3,1,2,1,3,1
23.9,0,29.8,1,0,0,0,33.4,1,2,0,0,7,0
34.9,2,44.68,3,1,2,1,44.2,0,1,1,0,3,1
24.8,2,40.86,4,1,6,0,19.7,0,2,3,1,1,0
38.4,3,50.07,3,1,3,1,50.6,3,1,1,0,7,2
31.7,2,46.87,3,0,1,0,26.3,0,0,2,0,7,1
37.6,3,47.13,2,1,2,1,42.4,2,0,3,1,4,2
43.5,1,59.83,2,1,2,0,50.0,1,0,0,0,1,2
23.0,0,37.67,2,1,2,1,19.3,3,1,3,0,6,0
23.1,2,35.79,4,1,3,1,15.6,0,1,0,1,10,0
17.7,2,30.37,4,0,8,0,14.0,3,1,3,1,1,0
43.2,0,57.21,0,1,7,1,51.7,3,1,0,0,7,2
36.5,0,45.76,2,1,7,1,40.7,0,2,0,0,1,2
37.9,2,57.27,0,0,9,0,34.5,1,3,2,1,2,2
22.6,2,31.59,4,0,2,1,18.3,3,0,1,1,10,0
20.4,0,26.26,1,1,8,1,29.7,3,0,3,1,1,0
31.0,3,34.38,1,1,8,1,49.4,2,0,2,0,5,1
17.6,3,20.52,4,1,4,1,29.1,1,0,3,0,6,0
44.6,0,56.49,2,0,4,1,55.2,0,2,3,0,7,2
40.0,2,43.61,1,0,9,0,57.5,0,2,2,1,8,2
28.0,1,49.35,0,1,0,1,14.2,3,3,2,0,3,1
37.4,3,44.65,2,1,2,1,46.1,3,2,0,1,10,2
35.2,3,39.54,4,0,6,1,49.2,2,1,1,1,1,2
27.4,1,25.66,3,0,9,0,52.4,1,3,3,0,10,1
28.7,0,29.29,3,1,4,0,45.2,3,3,2,1,8,1
32.3,1,42.64,1,0,3,1,35.0,2,3,2,0,3,1
33.1,1,40.39,0,1,3,1,48.8,0,0,2,1,4,1
40.0,0,42.82,2,0,9,0,57.8,2,3,3,1,5,2
21.8,2,29.0,4,0,8,1,29.8,0,0,0,0,6,0
21.6,2,36.3,2,1,7,0,9.5,2,2,2,0,5,0
41.1,0,53.14,2,0,0,0,53.6,0,2,1,1,10,2
18.8,0,34.52,0,1,7,1,9.4,0,2,3,0,3,0
23.3,3,29.58,2,0,8,1,22.7,3,1,1,0,10,0
22.7,0,43.68,3,0,7,0,6.7,3,2,1,0,3,0
39.8,1,49.83,1,1,1,1,48.7,1,2,2,0,8,2
31.8,2,27.94,0,0,1,0,59.7,1,2,1,1,3,1
44.0,0,52.93,4,0,1,1,52.1,3,0,2,1,10,2
28.4,1,38.98,1,0,6,0,29.7,0,0,3,0,1,1
27.1,3,50.08,1,0,1,0,10.7,3,0,1,0,8,1
27.4,2,37.62,2,0,8,0,31.9,2,2,3,0,5,1
45.3,1,56.06,4,1,9,1,55.0,3,3,0,1,10,2
21.9,0,33.01,2,1,3,1,13.3,0,2,2,0,10,0
40.1,3,52.03,2,1,2,1,45.1,2,0,1,1,6,2
31.8,2,40.61,0,1,5,0,41.4,2,3,0,1,5,1
30.6,0,42.97,1,1,2,1,30.5,1,0,2,1,5,1
26.1,1,25.85,0,1,5,0,41.8,1,0,3,0,4,1
17.5,3,32.28,4,1,3,0,6.2,3,0,1,0,6,0
36.6,0,37.92,0,1,9,1,57.4,1,0,1,1,5,2
38.2,3,46.03,1,1,9,0,53.2,1,1,2,1,1,2
21.6,0,37.88,4,1,4,1,6.8,2,0,3,1,6,0
22.9,3,37.55,3,1,9,1,9.7,0,1,0,0,7,0
40.3,0,50.65,1,0,7,0,53.8,2,3,2,1,7,2
28.2,1,43.25,2,0,4,1,18.6,0,0,1,0,8,1
35.2,3,55.57,2,1,4,1,25.8,0,0,0,1,1,2
27.3,0,28.47,2,0,6,1,40.4,1,3,2,1,8,1
40.9,1,58.24,1,0,0,0,42.8,3,3,2,1,5,2
17.7,2,31.55,1,0,0,0,6.9,2,3,0,0,2,0
20.1,2,25.13,2,0,6,1,18.6,2,3,3,1,8,0
35.3,3,56.71,4,0,5,1,22.5,2,1,2,1,5,2
42.5,2,52.56,2,0,5,1,52.7,2,2,3,1,4,2
24.5,3,33.28,4,0,6,0,32.5,1,2,2,1,4,0
34.2,0,32.27,1,1,5,0,55.3,2,3,3,0,3,1
42.2,2,47.76,3,1,2,0,59.5,2,3,1,0,6,2
21.1,3,34.5,4,1,1,1,10.2,2,2,1,0,4,0
21.9,1,40.82,1,0,1,1,9.5,3,2,1,1,7,0
31.4,0,51.71,1,1,5,0,12.8,1,3,0,0,3,1
16.3,0,21.26,0,0,3,0,19.7,0,0,2,0,3,0
32.4,2,51.07,4,0,4,1,17.8,0,2,2,1,8,1
44.8,3,58.88,1,1,3,0,54.8,1,0,1,1,7,2
29.7,3,28.68,3,1,5,1,49.2,3,0,0,1,4,1
31.2,1,56.63,4,0,7,0,9.0,0,3,3,0,6,1
16.9,2,29.98,3,1,1,1,10.5,0,3,1,0,3,0
29.6,0,49.0,2,1,9,1,22.9,0,0,3,0,2,1
35.2,0,52.22,1,1,2,0,35.8,2,0,1,1,8,2
36.8,3,56.49,0,1,9,1,34.0,3,1,0,0,2,2
32.9,0,47.98,3,1,6,0,35.6,2,1,2,0,3,1
22.7,1,36.0,2,0,1,0,14.6,0,0,3,1,10,0
22.0,1,31.21,1,0,7,1,25.4,2,3,0,0,8,0
35.7,0,45.27,3,1,8,0,44.9,1,1,2,1,2,2
36.9,1,43.29,4,1,3,1,48.9,0,3,2,0,1,2
27.1,3,42.02,3,1,7,1,16.0,1,0,2,1,1,1
46.1,3,58.6,1,0,6,0,58.2,2,0,2,0,2,2
35.5,3,56.62,4,1,7,0,29.2,3,3,3,0,1,2
42.2,2,50.99,3,1,7,1,56.1,0,3,2,1,5,2
18.2,3,23.11,2,1,4,0,25.2,0,2,2,1,2,0
30.7,0,45.37,4,0,6,1,29.1,2,3,3,1,7,1
39.3,1,47.74,2,1,4,1,47.3,2,3,0,1,4,2
35.0,0,54.28,1,1,5,0,19.9,3,3,2,0,8,2
29.2,0,29.81,0,1,3,0,41.4,1,3,0,1,10,1
26.6,2,41.75,2,0,7,0,23.3,0,0,1,1,3,1
36.1,3,54.92,4,0,6,1,28.8,2,1,0,0,8,2
38.0,2,44.17,2,0,5,0,54.6,3,3,2,0,6,2
15.5,0,23.2,3,0,2,1,13.5,3,2,3,0,10,0
16.0,0,27.06,1,1,2,1,5.4,3,1,0,1,7,0
18.4,3,31.41,3,0,7,1,15.0,1,3,0,1,5,0
27.2,1,44.57,0,1,9,1,14.6,3,1,0,0,3,1
24.1,3,31.23,2,0,0,1,27.0,2,3,0,1,3,0
18.4,1,29.88,4,1,1,0,17.5,0,1,0,1,7,0
31.4,0,41.35,0,0,4,0,31.6,2,2,3,1,2,1
28.7,0,21.31,0,1,2,1,58.4,1,1,1,0,3,1
43.4,3,59.28,3,0,3,0,48.9,1,2,0,0,3,2
38.4,1,44.54,4,1,7,1,55.3,1,1,1,1,7,2
23.0,2,29.63,4,1,2,0,23.2,2,2,0,0,10,0
28.8,0,23.7,2,0,8,1,57.7,1,1,0,0,5,1
25.2,2,22.39,4,0,8,1,40.4,3,1,2,0,10,1
46.5,0,56.4,0,1,5,0,56.7,1,1,1,1,10,2
22.6,3,42.75,0,0,0,0,9.8,3,1,2,1,8,0
21.2,3,28.99,2,0,6,0,27.2,3,2,3,1,5,0
39.2,3,59.38,1,0,7,0,35.2,3,1,3,1,4,2
36.1,2,44.5,4,0,3,0,47.4,1,3,1,0,4,2
27.7,3,22.2,3,1,5,1,52.7,3,3,1,0,8,1
23.4,1,37.98,4,0,6,1,10.5,2,2,3,1,2,0
25.4,0,24.3,3,1,5,1,40.4,0,1,3,0,4,1
24.6,1,39.21,0,1,9,0,14.5,1,2,3,0,7,0
42.3,3,48.19,3,1,1,0,57.5,1,0,3,1,10,2
38.9,2,51.51,1,0,6,0,37.2,2,1,2,1,5,2
38.2,1,41.81,0,0,1,1,58.6,3,1,2,0,5,2
34.3,2,41.31,2,1,2,1,41.0,0,3,2,1,8,1
38.8,3,47.48,1,0,6,1,46.2,3,2,2,1,3,2
42.2,0,56.38,0,1,3,0,46.1,2,1,1,0,4,2
19.1,3,23.62,1,1,6,0,26.9,1,0,3,0,5,0
42.4,0,57.83,1,1,9,0,49.6,2,3,3,1,1,2
36.0,2,47.89,2,1,0,0,42.7,0,0,2,1,8,2
35.4,3,49.6,2,0,1,1,32.6,1,2,1,1,5,2
36.1,2,51.74,4,1,3,1,40.2,0,1,2,1,3,2
19.8,3,33.62,4,0,7,1,11.4,1,3,3,1,6,0
41.1,2,51.58,2,1,3,1,44.7,3,2,2,1,2,2
23.0,0,39.35,4,0,0,1,6.0,2,2,2,1,8,0
46.0,2,58.75,2,0,9,0,50.1,2,3,3,1,2,2
42.7,0,54.11,4,0,3,0,50.6,1,0,0,1,8,2
30.2,1,55.65,1,1,2,0,8.2,0,0,1,1,8,1
44.9,0,53.31,0,1,8,0,57.5,0,1,0,1,10,2
17.7,2,25.43,2,1,9,1,19.0,1,0,2,0,7,0
31.6,1,59.53,2,0,6,1,11.6,3,2,1,0,6,1
17.3,2,25.33,0,0,6,1,19.9,1,3,2,1,10,0
25.9,0,41.7,2,0,5,0,16.9,1,2,3,1,7,1
17.6,2,21.11,3,1,2,1,22.2,1,1,1,1,8,0
43.8,1,58.27,3,1,8,0,44.3,0,3,0,1,2,2
31.3,3,31.56,1,0,0,0,53.9,3,2,0,1,10,1
18.6,2,29.76,3,0,9,0,7.3,1,2,3,1,2,0
28.3,0,32.98,2,1,0,1,42.9,3,1,3,1,10,1
24.3,1,21.16,4,1,2,1,39.9,2,1,2,1,4,0
43.2,2,58.3,4,0,6,1,49.1,3,3,3,0,2,2
34.2,1,51.78,4,1,4,0,21.8,0,2,2,0,4,1
42.9,0,54.45,2,0,7,0,49.8,3,2,1,1,1,2
43.5,3,55.77,4,0,8,1,56.7,1,1,1,0,6,2
34.2,3,50.24,2,0,7,1,28.2,1,3,0,1,3,1
24.4,3,23.23,1,1,8,0,40.4,2,0,0,0,1,0
25.0,0,37.12,0,0,1,1,25.3,3,1,2,1,2,1
18.3,3,34.73,2,0,7,1,8.9,1,2,0,1,8,0
29.2,2,45.44,2,0,6,1,27.9,2,3,1,1,4,1
27.7,3,38.57,0,1,8,1,23.2,2,1,2,0,8,1
38.1,3,55.43,3,1,4,0,39.1,1,3,0,1,4,2
23.9,0,31.66,3,0,0,0,27.4,0,1,3,1,8,0
37.3,3,51.99,2,0,2,0,43.0,1,1,0,1,8,2
28.8,0,34.61,0,1,5,1,44.6,0,2,1,0,6,1
43.8,3,59.32,2,0,7,1,46.7,3,3,0,1,2,2
30.9,0,44.51,4,1,2,0,26.3,1,3,0,1,10,1
12.4,2,23.52,3,0,3,0,5.4,3,2,0,0,10,0
34.6,2,58.46,4,0,1,1,23.7,2,0,0,0,6,1
29.0,3,37.82,0,0,2,1,27.7,0,3,0,0,7,1
36.0,3,45.94,3,0,7,0,47.1,1,3,2,1,7,2
41.1,2,56.26,0,1,8,1,45.9,2,3,1,1,6,2
31.4,2,31.75,4,0,0,0,55.9,0,2,2,1,6,1
20.2,3,39.93,1,0,7,1,5.5,2,1,0,0,8,0
32.5,0,27.12,2,0,2,0,59.8,2,0,0,1,10,1
24.6,1,43.97,0,0,4,0,13.2,2,0,2,1,7,0
30.8,3,29.61,3,1,9,0,58.6,2,1,1,1,8,1
29.8,1,31.91,2,1,1,1,46.3,1,3,3,0,2,1
32.9,3,57.9,0,0,5,1,10.7,1,3,3,1,5,1
19.3,1,29.56,4,0,1,1,15.9,1,2,0,1,10,0
43.2,1,51.53,1,0,1,1,58.2,0,3,3,0,2,2
22.0,2,36.18,1,0,0,1,14.2,3,1,3,0,8,0
36.0,2,58.39,3,1,9,0,17.9,2,0,3,0,4,2
32.4,3,58.42,4,0,2,1,16.3,1,1,0,1,5,1
37.0,0,48.59,2,0,9,0,40.1,1,1,0,0,10,2
35.3,3,35.17,4,0,3,0,52.8,3,1,0,0,4,2
31.7,0,42.68,0,0,3,1,36.2,2,1,2,0,1,1
20.5,1,24.53,2,1,7,0,27.5,3,3,3,0,2,0
24.6,3,38.9,0,1,2,0,22.6,2,1,3,0,5,0
24.5,2,33.35,4,1,5,1,31.5,0,2,1,0,4,0
18.6,0,30.41,2,0,9,0,13.1,0,2,1,1,4,0
42.3,2,50.81,0,1,1,0,55.1,3,0,3,1,3,2
23.2,3,26.92,1,0,6,1,27.5,3,3,0,1,6,0
41.3,1,45.25,4,0,8,0,59.0,1,0,0,0,8,2
22.0,0,38.31,1,0,0,0,12.1,0,2,3,0,4,0
44.2,1,58.85,2,1,6,1,47.7,1,0,3,0,5,2
37.7,3,46.72,0,1,0,0,46.1,3,3,3,1,10,2
43.3,0,55.07,3,1,5,0,58.8,1,2,2,1,5,2
18.1,0,20.05,0,1,7,1,23.2,3,0,1,0,2,0
35.2,1,44.44,2,0,4,1,44.2,2,3,0,0,3,2
33.0,2,49.6,2,0,4,0,24.3,2,0,3,0,3,1
38.3,2,57.86,3,0,2,1,30.3,2,3,1,0,1,2
27.5,2,25.77,4,0,0,0,46.7,1,2,2,0,8,1
28.8,0,22.75,4,0,7,1,57.0,2,2,0,1,6,1
14.8,0,23.25,0,0,2,0,8.1,0,2,2,1,3,0
16.9,2,27.22,0,0,7,1,9.9,1,0,2,1,10,0
35.5,0,37.51,1,1,3,1,59.9,3,1,2,0,7,2
19.7,2,30.21,1,0,9,1,13.3,3,3,1,0,5,0
31.4,2,26.11,3,0,8,0,56.2,3,2,0,1,4,1
25.8,1,29.6,0,1,9,1,36.3,0,2,3,1,1,1
34.2,2,33.84,3,0,0,0,54.9,0,2,0,0,1,1
38.2,1,58.38,1,0,5,1,30.4,1,1,2,1,10,2
22.1,1,38.17,0,0,9,0,6.6,0,2,0,1,3,0
23.7,1,38.51,4,1,5,1,14.9,0,3,3,1,3,0
20.2,0,33.69,2,1,3,1,6.8,1,0,2,1,1,0
21.9,1,28.6,2,1,3,0,26.0,1,3,2,1,5,0
30.7,0,31.17,4,0,5,1,46.2,2,0,1,1,8,1
36.1,2,40.32,1,0,8,0,56.7,3,1,1,1,10,2
23.2,2,23.72,2,0,9,0,32.0,3,2,3,1,2,0
19.1,2,30.32,4,1,7,0,11.4,1,0,0,0,10,0
22.8,1,24.29,0,0,7,0,31.8,2,2,3,1,10,0
30.1,3,43.13,0,1,7,1,25.8,2,0,0,1,4,1
30.6,2,53.8,2,0,2,0,9.6,2,1,0,0,3,1
25.6,2,34.87,0,1,8,1,23.8,0,2,2,1,5,1
16.3,1,23.46,1,1,9,0,20.3,0,3,3,1,6,0
44.9,3,59.53,0,1,6,0,49.1,1,2,3,1,8,2
37.7,2,51.85,4,1,1,1,44.1,2,2,1,0,1,2
41.8,2,54.94,0,1,9,0,54.1,0,0,2,1,4,2
33.7,2,30.69,0,1,9,0,55.5,3,0,1,1,3,1
25.0,3,43.55,0,0,2,1,12.7,0,1,1,0,7,1
21.7,1,21.02,1,1,9,0,30.9,0,0,0,0,7,0
27.5,2,44.76,0,0,4,1,22.7,2,2,2,1,8,1
38.2,3,51.18,2,1,0,1,43.3,3,1,1,1,7,2
20.9,2,22.37,3,1,4,1,35.6,0,1,2,1,8,0
36.3,0,40.28,2,1,4,1,50.5,0,3,2,0,3,2
25.8,3,25.02,0,1,4,0,47.8,3,2,3,0,5,1
22.3,3,40.57,4,1,3,0,8.9,1,1,0,0,5,0
